/home/rodrigo/processed-dataset/CQ500CT0/,"['CT Plain', '0.451172', '0.451172', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT1/,"['CT 2.55mm', '0.564453', '0.564453', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT10/,"['CT PLAIN THIN', '0.464844', '0.464844', '0.625', '224']"
/home/rodrigo/processed-dataset/CQ500CT100/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '57']"
/home/rodrigo/processed-dataset/CQ500CT101/,"['CT Plain', '0.431641', '0.431641', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT102/,"['CT Plain', '0.453125', '0.453125', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT103/,"['CT 55mm Plain', '0.429688', '0.429688', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT104/,"['CT Plain', '0.431641', '0.431641', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT105/,"['CT PRE CONTRAST 5MM STD', '0.392578', '0.392578', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT106/,"['CT 55mm Plain', '0.429688', '0.429688', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT107/,"['CT 55mm Plain-2', '0.474609', '0.474609', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT108/,"['CT 5mm', '0.496094', '0.496094', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT109/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT11/,"['CT 55mm Plain', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT110/,"['CT 55mm Plain', '0.503906', '0.503906', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT111/,"['CT Plain', '0.417969', '0.417969', '5.0', '34']"
/home/rodrigo/processed-dataset/CQ500CT112/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '55']"
/home/rodrigo/processed-dataset/CQ500CT113/,"['CT Plain', '0.46875', '0.46875', '5.0', '34']"
/home/rodrigo/processed-dataset/CQ500CT114/,"['CT Plain 3mm', '0.541016', '0.541016', '3.0', '55']"
/home/rodrigo/processed-dataset/CQ500CT115/,"['CT Plain 3mm', '0.546875', '0.546875', '3.0', '55']"
/home/rodrigo/processed-dataset/CQ500CT116/,"['CT Plain', '0.488281', '0.488281', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT117/,"['CT PRE CONTRAST 5MM STD', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT118/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '49']"
/home/rodrigo/processed-dataset/CQ500CT119/,"['CT PRE CONTRAST 5MM STD', '0.488281', '0.488281', '5.0', '33']"
/home/rodrigo/processed-dataset/CQ500CT12/,"['CT 55mm Plain', '0.490234', '0.490234', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT120/,"['CT Thin Plain', '0.429688', '0.429688', '0.625', '168']"
/home/rodrigo/processed-dataset/CQ500CT121/,"['CT Plain', '0.488281', '0.488281', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT122/,"['CT PRE CONTRAST 5MM STD', '0.474609', '0.474609', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT123/,"['CT Plain', '0.414062', '0.414062', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT124/,"['CT PRE CONTRAST 5MM STD', '0.414062', '0.414062', '5.0', '29']"
/home/rodrigo/processed-dataset/CQ500CT125/,"['CT 2.55mm', '0.625', '0.625', '5.0', '48']"
/home/rodrigo/processed-dataset/CQ500CT126/,"['CT Plain', '0.439453', '0.439453', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT127/,"['CT 55mm Plain', '0.472656', '0.472656', '5.0', '44']"
/home/rodrigo/processed-dataset/CQ500CT128/,"['CT PRE CONTRAST 5MM STD', '0.505859', '0.505859', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT129/,"['CT 55mm Plain', '0.507812', '0.507812', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT13/,"['CT PRE CONTRAST 5MM STD', '0.464844', '0.464844', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT130/,"['CT Plain', '0.466797', '0.466797', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT131/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '49']"
/home/rodrigo/processed-dataset/CQ500CT132/,"['CT PRE CONTRAST 5MM STD', '0.46875', '0.46875', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT133/,"['CT Plain 3mm', '0.574219', '0.574219', '3.0', '53']"
/home/rodrigo/processed-dataset/CQ500CT134/,"['CT Plain 3mm', '0.558594', '0.558594', '3.0', '50']"
/home/rodrigo/processed-dataset/CQ500CT135/,"['CT Plain', '0.453125', '0.453125', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT136/,"['CT 2.55mm', '0.488281', '0.488281', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT137/,"['CT PRE CONTRAST 5MM STD', '0.441406', '0.441406', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT138/,"['CT PRE CONTRAST 5MM STD', '0.488281', '0.488281', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT139/,"['CT 55mm Plain', '0.474609', '0.474609', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT14/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '51']"
/home/rodrigo/processed-dataset/CQ500CT140/,"['CT Plain', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT141/,"['CT PRE CONTRAST 5MM STD', '0.451172', '0.451172', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT142/,"['CT 55mm Plain', '0.496094', '0.496094', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT143/,"['CT Plain', '0.441406', '0.441406', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT144/,"['CT PRE CONTRAST 5MM STD', '0.447266', '0.447266', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT145/,"['CT Plain', '0.431641', '0.431641', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT146/,"['CT PRE CONTRAST 5MM STD', '0.419922', '0.419922', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT147/,"['CT 2.55mm', '0.625', '0.625', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT148/,"['CT 55mm Plain', '0.457031', '0.457031', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT149/,"['CT 5mm-2', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT15/,"['CT 55mm Plain', '0.482422', '0.482422', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT150/,"['CT 55mm Contrast', '0.478516', '0.478516', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT151/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '55']"
/home/rodrigo/processed-dataset/CQ500CT152/,"['CT Plain', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT153/,"['CT PLAIN THIN', '0.416016', '0.416016', '1.0', '331']"
/home/rodrigo/processed-dataset/CQ500CT154/,"['CT Plain', '0.441406', '0.441406', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT155/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT156/,"['CT Plain', '0.4375', '0.4375', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT157/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '53']"
/home/rodrigo/processed-dataset/CQ500CT158/,"['CT PLAIN THIN', '0.427734', '0.427734', '1.0', '290']"
/home/rodrigo/processed-dataset/CQ500CT159/,"['CT 5mm-2', '0.525391', '0.525391', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT16/,"['CT PLAIN THIN', '0.429688', '0.429688', '1.5', '247']"
/home/rodrigo/processed-dataset/CQ500CT160/,"['CT Plain', '0.427734', '0.427734', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT161/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '47']"
/home/rodrigo/processed-dataset/CQ500CT162/,"['CT Plain', '0.40625', '0.40625', '5.0', '24']"
/home/rodrigo/processed-dataset/CQ500CT163/,"['CT Thin Plain', '0.488281', '0.488281', '0.625', '4']"
/home/rodrigo/processed-dataset/CQ500CT164/,"['CT Plain', '0.470703', '0.470703', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT165/,"['CT PRE CONTRAST 5MM STD', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT166/,"['CT 5mm-2', '0.488281', '0.488281', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT167/,"['CT 5mm', '0.515625', '0.515625', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT168/,"['CT BRAIN PLAIN', '0.425781', '0.425781', '5.0', '34']"
/home/rodrigo/processed-dataset/CQ500CT169/,"['CT Plain 3mm', '0.583984', '0.583984', '3.0', '54']"
/home/rodrigo/processed-dataset/CQ500CT17/,"['CT 5mm', '0.546875', '0.546875', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT170/,"['CT Plain 3mm', '0.599609', '0.599609', '3.0', '53']"
/home/rodrigo/processed-dataset/CQ500CT171/,"['CT Plain', '0.466797', '0.466797', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT172/,"['CT 55mm Plain', '0.509766', '0.509766', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT173/,"['CT 2.55mm', '0.501953', '0.501953', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT174/,"['CT 5mm', '0.503906', '0.503906', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT175/,"['CT PRE CONTRAST 5MM STD', '0.421875', '0.421875', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT176/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '67']"
/home/rodrigo/processed-dataset/CQ500CT177/,"['CT PRE CONTRAST 5MM STD', '0.423828', '0.423828', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT178/,"['CT Plain', '0.488281', '0.488281', '5.0', '26']"
/home/rodrigo/processed-dataset/CQ500CT179/,"['CT Plain', '0.455078', '0.455078', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT18/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT180/,"['CT 55mm Plain', '0.494141', '0.494141', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT181/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT182/,"['CT PRE CONTRAST 5MM STD', '0.490234', '0.490234', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT183/,"['CT C', '0.488281', '0.488281', '5.0', '44']"
/home/rodrigo/processed-dataset/CQ500CT184/,"['CT 55mm Plain', '0.458984', '0.458984', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT185/,"['CT 55mm Plain', '0.511719', '0.511719', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT186/,"['CT PRE CONTRAST 5MM STD', '0.513672', '0.513672', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT187/,"['CT 55mm Plain', '0.46875', '0.46875', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT188/,"['CT 5mm-2', '0.5', '0.5', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT189/,"['CT Plain', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT19/,"['CT Plain', '0.460938', '0.460938', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT190/,"['CT 55mm Plain', '0.482422', '0.482422', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT191/,"['CT PRE CONTRAST 5MM STD', '0.513672', '0.513672', '5.0', '33']"
/home/rodrigo/processed-dataset/CQ500CT192/,"['CT PRE CONTRAST 5MM STD', '0.453125', '0.453125', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT193/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT194/,"['CT PRE CONTRAST 5MM STD', '0.398438', '0.398438', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT195/,"['CT PRE CONTRAST 5MM STD', '0.431641', '0.431641', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT196/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT197/,"['CT Plain', '0.488281', '0.488281', '5.0', '21']"
/home/rodrigo/processed-dataset/CQ500CT198/,"['CT 55mm Plain', '0.466797', '0.466797', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT199/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '51']"
/home/rodrigo/processed-dataset/CQ500CT2/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT20/,"['CT 55mm Plain', '0.498047', '0.498047', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT200/,"['CT 55mm Plain', '0.5', '0.5', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT201/,"['CT PLAIN THIN', '0.583984', '0.583984', '1.5', '247']"
/home/rodrigo/processed-dataset/CQ500CT202/,"['CT Plain', '0.447266', '0.447266', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT203/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '53']"
/home/rodrigo/processed-dataset/CQ500CT204/,"['CT PLAIN THIN', '0.445312', '0.445312', '0.625', '240']"
/home/rodrigo/processed-dataset/CQ500CT205/,"['CT PRE CONTRAST 5MM STD', '0.443359', '0.443359', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT206/,"['CT SOFT THIN', '0.322266', '0.322266', '1.0', '217']"
/home/rodrigo/processed-dataset/CQ500CT207/,"['CT 5mm', '0.488281', '0.488281', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT208/,"['CT 2.55mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT209/,"['CT Plain 3mm', '0.554688', '0.554688', '3.0', '54']"
/home/rodrigo/processed-dataset/CQ500CT21/,"['CT PRE CONTRAST 5MM STD', '0.416016', '0.416016', '5.0', '29']"
/home/rodrigo/processed-dataset/CQ500CT210/,"['CT Plain 3mm', '0.615234', '0.615234', '3.0', '55']"
/home/rodrigo/processed-dataset/CQ500CT211/,"['CT 5mm-2', '0.478516', '0.478516', '5.0', '12']"
/home/rodrigo/processed-dataset/CQ500CT212/,"['CT 55mm Plain', '0.498047', '0.498047', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT213/,"['CT 55mm Plain', '0.46875', '0.46875', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT214/,"['CT 55mm Plain', '0.429688', '0.429688', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT215/,"['CT Plain', '0.470703', '0.470703', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT216/,"['CT 5mm', '0.53125', '0.53125', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT217/,"['CT 55mm Plain', '0.494141', '0.494141', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT218/,"['CT Plain', '0.412109', '0.412109', '5.0', '26']"
/home/rodrigo/processed-dataset/CQ500CT219/,"['CT 5mm', '0.488281', '0.488281', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT22/,"['CT Plain', '0.445312', '0.445312', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT220/,"['CT Plain', '0.488281', '0.488281', '5.0', '34']"
/home/rodrigo/processed-dataset/CQ500CT221/,"['CT Plain', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT222/,"['CT PRE CONTRAST 5MM STD', '0.435547', '0.435547', '5.0', '29']"
/home/rodrigo/processed-dataset/CQ500CT223/,"['CT Plain', '0.488281', '0.488281', '5.0', '25']"
/home/rodrigo/processed-dataset/CQ500CT224/,"['CT Plain 3mm', '0.527344', '0.527344', '3.0', '52']"
/home/rodrigo/processed-dataset/CQ500CT225/,"['CT Plain', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT226/,"['CT 5mm', '0.488281', '0.488281', '5.0', '28']"
/home/rodrigo/processed-dataset/CQ500CT227/,"['CT 55mm Plain', '0.521484', '0.521484', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT228/,"['CT Plain', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT229/,"['CT PRE CONTRAST 5MM STD', '0.462891', '0.462891', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT23/,"['CT PRE CONTRAST 5MM STD', '0.419922', '0.419922', '5.0', '29']"
/home/rodrigo/processed-dataset/CQ500CT230/,"['CT SOFT THIN', '0.365234', '0.365234', '1.0', '226']"
/home/rodrigo/processed-dataset/CQ500CT231/,"['CT 55mm Plain-2', '0.429688', '0.429688', '5.0', '36']"
/home/rodrigo/processed-dataset/CQ500CT232/,"['CT 55mm Plain', '0.466797', '0.466797', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT233/,"['CT Plain', '0.458984', '0.458984', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT234/,"['CT 55mm Plain-2', '0.458984', '0.458984', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT235/,"['CT 55mm Plain', '0.429688', '0.429688', '5.0', '40']"
/home/rodrigo/processed-dataset/CQ500CT236/,"['CT 5mm', '0.488281', '0.488281', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT237/,"['CT Plain', '0.488281', '0.488281', '5.0', '30']"
/home/rodrigo/processed-dataset/CQ500CT238/,"['CT 55mm Plain', '0.474609', '0.474609', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT239/,"['CT PRE CONTRAST 5MM STD', '0.505859', '0.505859', '5.0', '31']"
/home/rodrigo/processed-dataset/CQ500CT24/,"['CT 2.55mm', '0.478516', '0.478516', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT240/,"['CT Plain 3mm', '0.488281', '0.488281', '3.0', '53']"
/home/rodrigo/processed-dataset/CQ500CT241/,"['CT PLAIN-2', '0.546875', '0.546875', '5.0', '46']"
/home/rodrigo/processed-dataset/CQ500CT242/,"['CT 55mm Plain', '0.46875', '0.46875', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT243/,"['CT Plain', '0.482422', '0.482422', '5.0', '32']"
/home/rodrigo/processed-dataset/CQ500CT244/,"['CT Plain', '0.488281', '0.488281', '5.0', '36']"
